                         nodeIDs,nodeType,nodeDepths,       mean,         sd,    median,        mad,count1000,countALL,    LB,    UB,                  Project,                     Location,DepthCat,Clone1Hits,Clone2Hits,OtherHits,Clone1ID,Clone2ID,        Accession,  SecAccession,  Domain,        Phylum,                Class,               Order,              Family,                  Genus,                       Species,           SilvaTag,                     RDP_Clade,    Ecotype,SecDomain,      SecPhylum,             SecClass,         SecOrder,        SecFamily,               SecGenus,                    SecSpecies,        SecSilvaTag,                SecRDP_Clade, SecEcotype,                    Letter6,      amean,        asd,    amedian,       amad,acount1000,acountall
                 500_ARISA_567.8,   ARISA,       500,  0.0000785,   0.000363,         0,          0,        1,       9, 567.5, 567.8,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_567.8,   7.85E-05,0.000363091,          0,          0,         1,        9
                 500_ARISA_570.1,   ARISA,       500,    0.00182,    0.00626,         0,          0,       14,      35, 568.1, 570.1,USC_Microbial_Observatory,                         SPOT,    surf,         1,        nd,       nd,  204440,      nd,       EU919851.1,            nd,Bacteria, Cyanobacteria,          Chloroplast,         Chlorophyta,        Mamiellaceae,                     nd,                            nd,        Chloroplast,                            nd,chloroplast,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,   Chloro_chloroplast_570.1,0.001818126, 0.00625505,          0,          0,        14,       35
                 500_ARISA_571.4,   ARISA,       500,    0.00139,    0.00605,         0,          0,       26,      40, 570.1, 571.4,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_571.4,0.001393013,0.006054629,          0,          0,        26,       40
                 500_ARISA_571.7,   ARISA,       500,   0.000252,    0.00123,         0,          0,        4,      12, 571.4, 571.7,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_571.7, 0.00025158,0.001228275,          0,          0,         4,       12
                 500_ARISA_573.6,   ARISA,       500,    0.00674,       0.01,   0.00424,     0.0036,       72,      76, 571.7, 573.6,     Indian_Ocean-RS/JCVI,                 Indian_Ocean,    surf,         1,         1,        0,  204443,  204442,       GQ349213.1,    EU268118.1,Bacteria, Cyanobacteria,          Chloroplast,         Chlorophyta,        Mamiellaceae,                     nd,                            nd,        Chloroplast,                            nd,         nd, Bacteria,  Cyanobacteria,          Chloroplast,      Chlorophyta,     Mamiellaceae,                     nd,                            nd,         Micromonas,                          nd,         nd,               Chloro_573.6,0.006740843,       0.01,0.004241561,0.003595814,        72,       76
                 500_ARISA_575.6,   ARISA,       500,       0.01,       0.01,   0.00818,    0.00457,       77,      80, 573.6, 575.6,Global_Ocean_Survey_(GOS),                          xxx,    surf,         1,        nd,       nd,  204445,      nd,       FJ826292.1,            nd,Bacteria,Actinobacteria,       Actinobacteria,    Acidimicrobiales,             ZA3409c,                     nd,                            nd,            Sva0996,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               Sva099_575.6,       0.01,       0.01,0.008182353,0.004574862,        77,       80
                 500_ARISA_575.9,   ARISA,       500,   0.000172,   0.000955,         0,          0,        2,       6, 575.6, 575.9,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_575.9,0.000172354, 0.00095473,          0,          0,         2,        6
                 500_ARISA_577.6,   ARISA,       500,   0.000779,    0.00234,         0,          0,       13,      18, 576.1, 577.6,     Indian_Ocean-RS/JCVI,                 Indian_Ocean,    surf,         1,        nd,       nd,  204446,      nd,       GU061395.1,            nd,Bacteria, Cyanobacteria,Synechococcophycideae,     Synechococcales,    Synechococcaceae,        Prochlorococcus,                            nd,    Prochlorococcus,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               Prochl_577.6,0.000779053,0.002335774,          0,          0,        13,       18
                 500_ARISA_579.3,   ARISA,       500,    0.00284,       0.02,         0,          0,        9,      10, 577.6, 579.3,Global_Ocean_Survey_(GOS),                          xxx,    surf,         1,         1,        0,  204449,  204448,       EF016474.1,AACY01046225.1,Bacteria, Bacteroidetes,        Flavobacteria,    Flavobacteriales,   Flavobacteriaceae,                     nd,                            nd,                NS4,                            nd,         nd, Bacteria, Proteobacteria,  Gammaproteobacteria,Oceanospirillales,   Halomonadaceae,    Candidatus_Portiera,                            nd,              SAR86,                 Sar86_clade,         nd,                  NS4_579.3,0.002839267,       0.02,          0,          0,         9,       10
                 500_ARISA_581.3,   ARISA,       500,       0.01,       0.01,   0.00814,    0.00478,       80,      82, 579.3, 581.3,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_581.3,       0.01,       0.01,0.008137462,0.004776716,        80,       82
                 500_ARISA_582.1,   ARISA,       500,     0.0013,    0.00324,         0,          0,       23,      26, 581.3, 582.1,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_582.1,0.001297543,0.003236774,          0,          0,        23,       26
                   500_ARISA_584,   ARISA,       500,    0.00164,    0.00465,         0,          0,       29,      32, 582.1,   584,Global_Ocean_Survey_(GOS),                          xxx,    surf,         1,        nd,       nd,  204450,      nd,       EU805072.1,            nd,Bacteria,Proteobacteria,  Alphaproteobacteria,       Rickettsiales,                  nd,Candidatus_Pelagibacter,Candidatus_Pelagibacter_ubique,              SAR11,                     Surface_1,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  SAR11_584,0.001641466, 0.00464942,          0,          0,        29,       32
                 500_ARISA_588.6,   ARISA,       500,    0.00022,    0.00126,         0,          0,        4,       6, 586.6, 588.6,Global_Ocean_Survey_(GOS),                          xxx,    surf,         1,        nd,       nd,  204452,      nd,   AACY01118821.1,            nd,Bacteria,Proteobacteria,  Gammaproteobacteria,     Alteromonadales,      Shewanellaceae,             Shewanella,          Shewanella_sp._ANA-3,         Shewanella,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               Shewan_588.6,0.000219593,0.001262664,          0,          0,         4,        6
                 500_ARISA_589.7,   ARISA,       500,  0.0000643,   0.000246,         0,          0,        1,      10, 588.6, 589.7,USC_Microbial_Observatory,                         SPOT,    surf,         1,        nd,       nd,  204456,      nd,       FJ745051.1,            nd,Bacteria, Cyanobacteria,          Chloroplast,         Chlorophyta,        Mamiellaceae,                     nd,                            nd,        Chloroplast,                            nd,chloroplast,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,   Chloro_chloroplast_589.7,   6.43E-05,0.000246154,          0,          0,         1,       10
                 500_ARISA_591.2,   ARISA,       500,   0.000338,    0.00123,         0,          0,        8,      20, 589.7, 591.2,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_591.2,0.000338279,0.001232875,          0,          0,         8,       20
                 500_ARISA_592.1,   ARISA,       500,    0.00024,   0.000726,         0,          0,        6,      15, 591.6, 592.1,             WHOLE_GENOME,                          xxx,      nd,         1,        nd,       nd,  204457,      nd,      NC_008321.1,            nd,Bacteria,Proteobacteria,  Gammaproteobacteria,     Alteromonadales,      Shewanellaceae,             Shewanella,                            nd,         Shewanella,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               Shewan_592.1,0.000239944,0.000725872,          0,          0,         6,       15
                 500_ARISA_594.1,   ARISA,       500,    0.00491,    0.00611,   0.00376,    0.00283,       74,      75, 592.1, 594.1,USC_Microbial_Observatory,                         SPOT,    surf,         1,        nd,       nd,  204458,      nd,       DQ009083.1,            nd,Bacteria, Bacteroidetes,        Flavobacteria,                  nd,                  nd,                     nd,                            nd,        Owenweeksia,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               Owenwe_594.1,0.004914627,0.006108266,0.003755693,0.002829745,        74,       75
                 500_ARISA_595.8,   ARISA,       500,    0.00101,    0.00189,         0,          0,       26,      37, 594.1, 595.8,USC_Microbial_Observatory,                         SPOT,    deep,         1,        nd,       nd,  204462,      nd,       AF355046.1,            nd,Bacteria,        SAR406,                 AB16,         Arctic96B-7,             A714017,            Arctic95A-2,                            nd,             SAR406,  Sar406_clade(marine_group_a),         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               SAR406_595.8,0.001005285,0.001885161,          0,          0,        26,       37
                 500_ARISA_596.8,   ARISA,       500,   0.000244,   0.000738,         0,          0,        7,      17, 595.8, 596.8,            Biocomplexity,             Pacific_(Hawaii),    surf,         1,        nd,       nd,  204465,      nd,       BX572090.1,            nd,Bacteria, Cyanobacteria,Synechococcophycideae,     Synechococcales,    Synechococcaceae,        Prochlorococcus,                            nd,    Prochlorococcus,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               Prochl_596.8,0.000244307,0.000737884,          0,          0,         7,       17
                 500_ARISA_597.9,   ARISA,       500,   0.000557,    0.00289,         0,          0,        4,       7, 596.8, 597.9,Global_Ocean_Survey_(GOS),                          xxx,    surf,         2,        nd,       nd,  204463,      nd,       EF574500.1,            nd,Bacteria,Proteobacteria,  Alphaproteobacteria,    Rhodospirillales,   Rhodospirillaceae,                     nd,                            nd,             SAR116,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               SAR116_597.9,0.000556599,0.002888955,          0,          0,         4,        7
                 500_ARISA_598.6,   ARISA,       500,   0.000976,     0.0043,         0,          0,        6,       6, 597.9, 598.6,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_598.6,0.000976007,0.004296784,          0,          0,         6,        6
                 500_ARISA_600.6,   ARISA,       500,       0.06,       0.03,      0.06,       0.03,       80,      80, 598.6, 600.6,USC_Microbial_Observatory,                         SPOT,    deep,         1,         1,        0,  204466,  204467,       GQ348806.1,    GQ351250.1,Bacteria,       PAUC34f,                   nd,                  nd,                  nd,                     nd,                            nd,            PAUC34f,                            nd,         nd, Bacteria,         SAR406,                 AB16,      Arctic96B-7,          A714017,            Arctic95A-2,                            nd,             SAR406,Sar406_clade(marine_group_a),         nd,               PAUC34_600.6,       0.06,       0.03,       0.06,       0.03,        80,       80
                 500_ARISA_602.5,   ARISA,       500,    0.00401,    0.00813,         0,          0,       27,      27, 600.6, 602.5,Global_Ocean_Survey_(GOS),                          xxx,    surf,         1,        nd,       nd,  204469,      nd,   AACY01067414.1,            nd,Bacteria,Proteobacteria,  Gammaproteobacteria,     Alteromonadales,      Shewanellaceae,             Shewanella,                            nd,         Shewanella,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               Shewan_602.5,0.004009479,0.008126731,          0,          0,        27,       27
                 500_ARISA_603.5,   ARISA,       500,    0.00113,    0.00186,         0,          0,       31,      38, 602.5, 603.5,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_603.5,0.001132816,0.001856075,          0,          0,        31,       38
                 500_ARISA_604.4,   ARISA,       500,   0.000909,    0.00135,         0,          0,       30,      40, 603.5, 604.4,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_604.4, 0.00090887, 0.00135097,          0,          0,        30,       40
                 500_ARISA_606.1,   ARISA,       500,    0.00131,    0.00157,  0.000838,    0.00124,       41,      53, 604.4, 606.1,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_606.1, 0.00131424, 0.00156709,0.000838019,0.001242447,        41,       53
                 500_ARISA_607.4,   ARISA,       500,   0.000568,     0.0014,         0,          0,       16,      31, 606.1, 607.4,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_607.4,  0.0005676, 0.00139938,          0,          0,        16,       31
                 500_ARISA_609.4,   ARISA,       500,   0.000825,    0.00357,         0,          0,       14,      26, 607.4, 609.4,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_609.4,0.000825097,0.003566076,          0,          0,        14,       26
                   500_ARISA_611,   ARISA,       500,   0.000659,     0.0048,         0,          0,        4,      11, 609.4,   611,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                    OTU_611,0.000658651,0.004795944,          0,          0,         4,       11
                 500_ARISA_613.3,   ARISA,       500,   0.000466,    0.00186,         0,          0,        7,      10, 611.4, 613.3,USC_Microbial_Observatory,                         SPOT,    surf,         1,        nd,       nd,  204476,      nd,       DQ009081.1,            nd,Bacteria, Bacteroidetes,        Flavobacteria,                  nd,                  nd,                     nd,                            nd,                NS7,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  NS7_613.3,0.000466039,0.001856118,          0,          0,         7,       10
                 500_ARISA_614.9,   ARISA,       500,   0.000211,    0.00114,         0,          0,        3,       5, 613.3, 614.9,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_614.9,0.000210791,0.001140953,          0,          0,         3,        5
                 500_ARISA_618.3,   ARISA,       500,   0.000698,    0.00386,         0,          0,        6,       8, 616.3, 618.3,            Biocomplexity,             Pacific_(Hawaii),    surf,         1,        nd,       nd,  204516,      nd,       DQ009149.1,            nd,Bacteria,Proteobacteria,  Gammaproteobacteria,   Oceanospirillales,      Halomonadaceae,    Candidatus_Portiera,                            nd,              SAR86,                  Sar116_clade,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                SAR86_618.3,0.000697764,0.003862115,          0,          0,         6,        8
                 500_ARISA_620.5,   ARISA,       500,    0.00297,       0.01,  0.000709,    0.00105,       36,      48, 618.6, 620.5,USC_Microbial_Observatory,                         SPOT,     mid,         1,        nd,       nd,  204517,      nd,       DQ819036.1,            nd,Bacteria,Proteobacteria,  Gammaproteobacteria,   Enterobacteriales,  Enterobacteriaceae,                     nd,                            nd,        Cronobacter,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               Cronob_620.5,0.002970327,       0.01,0.000709184,0.001051437,        36,       48
                 500_ARISA_622.5,   ARISA,       500,    0.00603,       0.01,   0.00498,    0.00383,       74,      76, 620.5, 622.5,USC_Microbial_Observatory,                         SPOT,    surf,         1,         1,        0,  204519,  204524,       DQ009091.1,    DQ009159.1,Bacteria, Bacteroidetes,        Flavobacteria,    Flavobacteriales,      Cryomorphaceae,                     nd,                            nd,         Fluviicola,                            nd,         nd, Bacteria,         SAR406,                 AB16,      Arctic96B-7,          A714017,                ZA3312c,                            nd,             SAR406,Sar406_clade(marine_group_a),         nd,               Fluvii_622.5,0.006028367,       0.01,0.004975937,0.003827975,        74,       76
                 500_ARISA_624.5,   ARISA,       500,    0.00513,    0.00595,   0.00368,    0.00545,       61,      64, 622.5, 624.5,USC_Microbial_Observatory,                         SPOT,    deep,         3,        nd,       nd,  204523,      nd,       GQ337160.1,            nd,Bacteria,        SAR406,                 AB16,         Arctic96B-7,             A714017,                ZA3312c,                            nd,             SAR406,  Sar406_clade(marine_group_a),         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               SAR406_624.5,0.005130429,0.005954713,0.003677804,0.005452712,        61,       64
                 500_ARISA_625.9,   ARISA,       500,    0.00569,    0.00453,    0.0047,    0.00439,       73,      75, 624.5, 625.9,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_625.9,0.005693216,0.004529557,0.004703276,0.004386053,        73,       75
                 500_ARISA_627.8,   ARISA,       500,     0.0076,       0.01,   0.00657,    0.00422,       75,      75, 625.9, 627.8,USC_Microbial_Observatory,                         SPOT,    surf,         1,        nd,       nd,  204529,      nd,       DQ009157.1,            nd,Bacteria,        SAR406,                 AB16,         Arctic96B-7,             A714017,                SGSH944,                            nd,             SAR406,  Sar406_clade(marine_group_a),         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               SAR406_627.8,0.007599393,       0.01,0.006568028,0.004217334,        75,       75
                 500_ARISA_628.6,   ARISA,       500,    0.00169,    0.00275,         0,          0,       34,      36, 627.8, 628.6,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_628.6,0.001686225,0.002746614,          0,          0,        34,       36
                 500_ARISA_630.6,   ARISA,       500,    0.00776,     0.0045,   0.00803,    0.00433,       78,      82, 628.6, 630.6,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_630.6,0.007758541,0.004499855,0.008032187,0.004329045,        78,       82
                 500_ARISA_632.6,   ARISA,       500,    0.00248,    0.00403,         0,          0,       32,      32, 630.6, 632.6,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_632.6,0.002483911,0.004029275,          0,          0,        32,       32
                 500_ARISA_634.7,   ARISA,       500,       0.02,       0.02,      0.02,       0.01,       78,      78, 632.7, 634.7,USC_Microbial_Observatory,                         SPOT,    deep,         1,         1,        0,  204532,  204533,       DQ513081.1,    GQ351259.1,Bacteria, Bacteroidetes,        Flavobacteria,                  nd,                  nd,                     nd,                            nd,                NS9,                            nd,         nd, Bacteria,         SAR406,                 AB16,      Arctic96B-7,          A714017,                SGSH944,                            nd,             SAR406,Sar406_clade(marine_group_a),         nd,                  NS9_634.7,       0.02,       0.02,       0.02,       0.01,        78,       78
                 500_ARISA_635.4,   ARISA,       500,   0.000557,    0.00197,         0,          0,       10,      11, 634.7, 635.4,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_635.4,0.000557097,0.001970531,          0,          0,        10,       11
                 500_ARISA_637.2,   ARISA,       500,    0.00202,    0.00588,         0,          0,       25,      30, 635.4, 637.2,Global_Ocean_Survey_(GOS),                          xxx,    surf,         2,        nd,       nd,  204538,      nd,       EU801832.1,            nd,Bacteria,Actinobacteria,       Actinobacteria,     Actinomycetales,   Microbacteriaceae,    Candidatus_Aquiluna,     Candidatus_Aquiluna_rubra,  Microbacteriaceae,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               Microb_637.2,0.002018456,0.005881698,          0,          0,        25,       30
                 500_ARISA_637.9,   ARISA,       500,   0.000183,    0.00127,         0,          0,        2,       7, 637.2, 637.9,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_637.9,0.000183305,0.001274331,          0,          0,         2,        7
                 500_ARISA_639.8,   ARISA,       500,   0.000926,     0.0058,         0,          0,       10,      18, 637.9, 639.8,USC_Microbial_Observatory,                         SPOT,    surf,         1,        nd,       nd,  204542,      nd,       DQ009096.1,            nd,Bacteria, Bacteroidetes,        Flavobacteria,                  nd,                  nd,                     nd,                            nd,                NS9,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  NS9_639.8,0.000925508, 0.00579532,          0,          0,        10,       18
                 500_ARISA_640.6,   ARISA,       500,    0.00073,    0.00598,         0,          0,        4,       7, 639.8, 640.6,USC_Microbial_Observatory,                         SPOT,    surf,         1,        nd,       nd,  204545,      nd,       DQ009092.1,            nd,Bacteria, Bacteroidetes,        Flavobacteria,    Flavobacteriales,      Cryomorphaceae,             Fluviicola,                            nd,         Fluviicola,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               Fluvii_640.6,0.000729713,0.005982825,          0,          0,         4,        7
                 500_ARISA_642.6,   ARISA,       500,   0.000274,   0.000621,         0,          0,        7,      23, 640.6, 642.6,USC_Microbial_Observatory,                         SPOT,    surf,         1,        nd,       nd,  204543,      nd,       DQ009095.1,            nd,Bacteria, Bacteroidetes,        Flavobacteria,    Flavobacteriales,      Cryomorphaceae,             Fluviicola,                            nd,         Fluviicola,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               Fluvii_642.6,0.000273667,0.000620649,          0,          0,         7,       23
                 500_ARISA_644.9,   ARISA,       500,   0.000502,     0.0012,         0,          0,       17,      31, 643.3, 644.9,             WHOLE_GENOME,                          xxx,    deep,         1,        nd,       nd,  204549,      nd,      NC_009665.1,            nd,Bacteria,Proteobacteria,  Gammaproteobacteria,     Alteromonadales,      Shewanellaceae,             Shewanella,            Shewanella_baltica,         Shewanella,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               Shewan_644.9,0.000501511,0.001200238,          0,          0,        17,       31
                 500_ARISA_646.9,   ARISA,       500,   0.000683,    0.00131,         0,          0,       23,      34, 644.9, 646.9,USC_Microbial_Observatory,                         SPOT,    surf,         2,        nd,       nd,  204550,      nd,       DQ009093.1,            nd,Bacteria, Bacteroidetes,        Flavobacteria,    Flavobacteriales,      Cryomorphaceae,             Fluviicola,                            nd,         Fluviicola,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               Fluvii_646.9, 0.00068264,0.001310428,          0,          0,        23,       34
                 500_ARISA_647.7,   ARISA,       500,   0.000335,   0.000798,         0,          0,       12,      19, 646.9, 647.7,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_647.7,0.000334684,0.000798208,          0,          0,        12,       19
                 500_ARISA_650.2,   ARISA,       500,    0.00638,       0.01,   0.00201,    0.00298,       49,      51, 647.7, 650.2,USC_Microbial_Observatory,                         SPOT,    deep,         1,         1,        0,  204555,  204554,       GQ349447.1,    DQ513089.1,Bacteria,Proteobacteria,  Deltaproteobacteria,   Desulfobacterales,      Nitrospinaceae,             Nitrospina,                            nd,         Nitrospina,                            nd,         nd, Bacteria,         SAR406,                 AB16,          ZA3648c,       AEGEAN_185,                     nd,                            nd,             SAR406,Sar406_clade(marine_group_a),         nd,               Nitros_650.2,0.006380643,       0.01,0.002008129,0.002977252,        49,       51
                 500_ARISA_653.1,   ARISA,       500,       0.03,       0.02,      0.02,       0.01,       85,      85, 650.2, 653.1,USC_Microbial_Observatory,                         SPOT,    deep,         1,        nd,       nd,  204567,      nd,       DQ513089.1,            nd,Bacteria,        SAR406,                 AB16,             ZA3648c,          AEGEAN_185,                     nd,                            nd,             SAR406,  Sar406_clade(marine_group_a),         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               SAR406_653.1,       0.03,       0.02,       0.02,       0.01,        85,       85
                 500_ARISA_654.9,   ARISA,       500,    0.00747,    0.00554,      0.01,    0.00226,       64,      65, 653.1, 654.9,             WHOLE_GENOME,                          xxx,    deep,         1,         1,        0,  204579,  204578,      NC_011138.1,   NC_006370.1,Bacteria,Proteobacteria,  Gammaproteobacteria,     Alteromonadales,    Alteromonadaceae,            Alteromonas,                            nd,        Alteromonas,                            nd,         nd, Bacteria, Proteobacteria,  Gammaproteobacteria,      Vibrionales,     Vibrionaceae,         Photobacterium,                            nd,     Photobacterium,                          nd,         nd,               Altero_654.9,0.007474617, 0.00553564,       0.01,0.002256458,        64,       65
